index,id,name,distance,moving_time,elapsed_time,total_elevation_gain,type,start_date,start_date_local,timezone,achievement_count,kudos_count,comment_count,athlete_count,photo_count,total_photo_count,trainer,commute,manual,private,flagged,average_speed,max_speed,average_watts,max_watts,weighted_average_watts,kilojoules,device_watts,has_heartrate,average_heartrate,max_heartrate,athlete_id,map_id,map_summary_polyline,start_lat,start_lng,end_lat,end_lng,state
279,612475637,Still feeling busted up from my wipe out ,8551.0,1229.0,1313.0,88.0,Ride,2016-06-17 13:51:38+00:00,2016-06-17 07:51:38,America/Denver,2,0,0,1,0,0,False,True,False,False,False,6.958,11.9,136.2,,,167.3,False,False,,,7202879,a612475637,eyupFruc_SEiv@~AoFjFkEiAeIZqLlNk@\yf@dIkW{BsL?{LjBuIXyLkA}OvHsHp@yRzMKBuH}B_JnAeHeAoGlGi_@oAqPzOO~QsHzO^lN_J`REhBL@rFtLs@fHjBx@jIjHpDlPeA,39.6,-104.88,39.57,-104.83,Colorado
280,612475638,Morning Ride,4882.5,842.0,959.0,21.0,Ride,2016-06-17 13:10:38+00:00,2016-06-17 07:10:38,America/Denver,0,0,0,1,0,0,False,True,False,False,False,5.799,9.3,78.4,,,66.0,False,False,,,7202879,a612475638,{soqF|bw_SlDS\gF|iAXlCuEfeDfAzC_@hBwF,39.73,-104.98,39.69,-104.98,Colorado
281,610604410,Tailwind pr's and a wipe out ,30646.8,3119.0,3230.0,122.8,Ride,2016-06-15 23:14:00+00:00,2016-06-15 17:14:00,America/Denver,18,0,0,1,0,0,False,True,False,False,False,9.826,15.7,215.0,,,670.5,False,False,,,7202879,a610604410,ovopFjay~RoPkDw@mI_ImBsLp@DsF{Cg@yPV{MvIiPi@_S|HyULSsQy@cBjAgFeAsEsH~Cyg@h`@q@eOsLqCoNtBgCjEGvIgBjCeBfMuFnCwJPwIzPyNbIoc@y@}HnHcHgRgEcBiVnL}LnAiR~GmR?uAmAk@uLwD_EKsOuAeDeMSqDlEwEyDoJ\_FgCeW|IyD`HuN|JiE|SeErBuCzFwAhMhPbp@|A|RlHbOLlCuB~IqE]{JjDYvRiTlS@jD|BbA{CtDp@bEwK`J}DhMRl_@kEdBt@pIg\`i@yKvVBrE}C_A{GfLyKtBNpCeBc@yTxKyZnVkk@`hAq`@t{@wErC{JxPkVrQkEdHmQ~m@yB~\i]~d@gQtQuCnLyBlCs@hYnAbIsMz@OdiAsHpb@TuAoD|C_qACa@jTmEd@,39.57,-104.83,39.73,-104.98,Colorado
282,610604412,Morning Ride,35381.4,4862.0,4901.0,314.4,Ride,2016-06-15 12:57:42+00:00,2016-06-15 06:57:42,America/Denver,14,0,0,1,0,0,False,True,False,False,False,7.277,13.9,137.6,,,669.1,False,False,,,7202879,a610604412,ytoqFzbw_S`E]PqlAdRm@pG_Nbi@CrCrD`U_@^kk@lMUiAwIr@}YzBcCxCuLdQiQ`]yd@bCy]pSeq@fZ}VfIaNlG{E`a@y|@jk@wgAbZ{UlUeLtAh@UoCjL{BzGkLtC|@CyEvCoHhd@iw@u@oIhEmAQa`@rDwL|K{Ik@qEvCgE_Cs@?kDbTiSZyRnKiDxD\pBeJK{CqHmOeBsSuOym@vAeNdJ{JvDuRhFeGzGqCfIkKbSqFbFrChJWvErD|CsE`Nd@|@dD@|NdEjFl@nNlUItQ}GjMqAnVmLvD|ApH|QxHqHlh@HfNsLdE}K`KSjFqCdBiMhBuC?{HjCqEfNuBzLxCRnOfZ}SxIaLAg\_AaDgHsF`h@vB|Bm[sAqNpAmE|MwNj[{A|P_W`A|IbJeBtDpBz@aAh_@bQtBtCjPrC{J_AyGcF|@pAeLhGnGl\VlN~OpDnMb]HvGkEr^wHJWnDr@d@,39.73,-104.98,39.57,-104.83,Colorado
283,610604361,Afternoon Ride,5033.1,723.0,823.0,26.0,Ride,2016-06-14 23:58:57+00:00,2016-06-14 17:58:57,America/Denver,0,0,0,1,0,0,False,False,False,False,False,6.961,11.4,173.2,,,125.2,False,False,,,7202879,a610604361,wpgqFdpv_SYiFe{C@sEpBaxATo@dToE^,39.69,-104.98,39.73,-104.98,Colorado
284,610604358,Afternoon Ride,9364.9,1335.0,1418.0,83.5,Ride,2016-06-14 23:11:50+00:00,2016-06-14 17:11:50,America/Denver,1,0,0,1,0,0,False,True,False,False,False,7.015,13.1,132.9,,,177.4,False,False,,,7202879,a610604358,inopFv_y~RiKj@iLaDc@}HgI}ByLp@s@eHyS\yN`JaOw@qRvHiPx@tA`OkBrPwCtI?pHdArC_B`GbChKIpHsPK`A|DGrLaInJp@`ZsBbLCbK~BnNgIfWUtf@iNx@YbMlAnHgFbE{A~EDntAdEbBbCbIrAi@,39.57,-104.83,39.6,-104.89,Colorado
285,610604377,Morning Ride,9775.2,1473.0,1527.0,107.7,Ride,2016-06-14 14:02:49+00:00,2016-06-14 08:02:49,America/Denver,2,0,0,1,0,0,False,True,False,False,False,6.636,14.1,130.9,,,192.8,False,False,,,7202879,a610604377,ylupFbbe_SlEp@_EgDmBcLuGwAQkBG}kAtAcFvF}EmAcJvBy[sC{Cn@sFvAq@EaYmE{JjJoJ|@mq@hGiDdC}HwB}Ov_@{@BmHaCoJlAwGaAsFtGia@wAkO|NIxSaIbOd@rNcJdRCzANAlFnLo@zHrBr@jIbIvDrOsA,39.6,-104.89,39.57,-104.83,Colorado
286,610604366,Morning Ride,4841.5,875.0,925.0,32.0,Ride,2016-06-14 13:25:31+00:00,2016-06-14 07:25:31,America/Denver,0,0,0,1,0,0,False,False,False,False,False,5.533,10.1,127.9,,,111.9,False,False,,,7202879,a610604366,gtoqFvcw_SxDo@XkF`hAZnEqEt`DdAfGS~AwB,39.73,-104.98,39.69,-104.98,Colorado
287,608940628,Evening Ride,6275.5,785.0,842.0,26.0,Ride,2016-06-14 00:54:26+00:00,2016-06-13 18:54:26,America/Denver,7,0,0,1,0,0,False,False,False,False,False,7.994,11.9,212.3,,,166.6,False,False,,,7202879,a608940628,yffqF~mt_SeCdF{k@F}GvFcIkBer@iAgCpB}EfOoi@LmD`EcV^eCxJeSFM~LscANi@dT_Eb@,39.69,-104.97,39.73,-104.98,Colorado
288,608941452,Morning Ride,8724.0,1331.0,1430.0,99.0,Ride,2016-06-13 14:42:36+00:00,2016-06-13 08:42:36,America/Denver,1,0,0,1,0,0,False,False,False,False,False,6.554,11.6,178.6,,,237.7,False,False,,,7202879,a608941452,}fupF|md_SpCgAD_|@vG{PH}YoEcEc@{I\ea@|HsW{BqKBaMpBwLBkS}@_FtHcId@{QdN_@DyH_C_JhAmGaAaGtGua@uA{NxOWhRwHvO`@xNcJhTAX`GdLq@~HpBl@hIpHlD|KRrBkB,39.6,-104.89,39.57,-104.83,Colorado
289,608941455,Morning Ride,6411.0,999.0,1233.0,42.0,Ride,2016-06-13 14:02:09+00:00,2016-06-13 08:02:09,America/Denver,4,0,0,1,0,0,False,False,False,False,False,6.417,11.6,168.2,,,168.1,False,False,,,7202879,a608941455,ipoqFrbw_Sz@GRiF`hAPxDwE|uClAbEp@OlAn@uB~KQvXo\`Xcr@fByFy@m@,39.73,-104.98,39.69,-104.96,Colorado
290,607712526,Morning Ride,30851.9,10665.0,12235.0,1004.0,Ride,2016-06-12 16:57:38+00:00,2016-06-12 10:57:38,America/Denver,0,2,0,1,0,8,False,False,False,False,False,2.893,12.1,95.8,,,1022.0,False,False,,,7202879,a607712526,m{dlF`i{jSm\oG{I_L}FeCoH_Mu[v@{H{AhDOGeAyGBk@eBiDa@x@mAkEm@CyBwGqFGgImIuIpCs@gKwGqBcFSuSaLak@mRaOqEhIGxEyNwUfAyOsD}Ry@{ZaAkAy^jGqC`HaLmDwXy@gLpBqA{UzHeBhC~@gAiE_CeBhHmWCyCfGmNpKuh@lEsL`GyHlHmSbAyHtd@{PdNhDhb@mG~HcFlE}KlClCqAjJbA~LfEdHb^bQzEtQeA`IoB|EkNnNaDlJqKnPkHfFyKrA_ExUz@fEjGSfEqIbJM~MfFnGe@bBhD~OpJnDbJpC}ErNbC~JqBbNn@zYrSdGb@bItErHq@jQuIxSoCvi@mZd_@gDnJnB`D~E_FrSqCtWYnSwErOkEnAcGrOgDdWmk@`f@iD|Yz@pPwB|Fh@bByBI_BpHcKRnGxG}EbAjAnLiAnECuEuAbD~AhLgG_FZpGyDcABzAcBqBS~DkC]DxBsCaA|@bCaAuBk@z@bAdG{CwGiGiAm@tAgCqGkDvA,38.86,-106.8,38.86,-106.81,Colorado
291,607712520,Afternoon Ride,20932.1,4632.0,5130.0,444.8,Ride,2016-06-11 23:13:12+00:00,2016-06-11 17:13:12,America/Denver,0,1,0,1,0,0,False,False,False,False,False,4.519,13.6,114.5,,,530.2,False,False,,,7202879,a607712520,a|flFt`}kSiEQAoG{CoCCeI{C}Bc@kF_n@UZwOm@sLoAgCoOdEcAoEkGfCkGpNsBcA_P|SiIhD{A}@GoHcAMA|BUiB}J{H_[cOqb@nUkINsIwEmGoMqI{DkBmNoCaFcIaB{HiM}K_DuEjAaG`K}@rH}LlZ{B|AvBxCeBvIhBx@^pEbFhGrBtGO|G~JdGl@fE~HhBjEwBjCj@|FpPh@`OyEtPcJnPmF~CgKl^o]n]nQ\i@hRgBjF~XiCdb@o^n]ah@bZoOvCqNbNaWtGcApMgWfs@up@l\NtFhPxArO~VkC~X|\dVcB,38.87,-106.98,38.87,-106.98,Colorado
292,607712550,Morning Ride,36556.7,10530.0,14062.0,983.8,Ride,2016-06-11 16:02:24+00:00,2016-06-11 10:02:24,America/Denver,1,1,0,2,0,0,False,False,False,False,False,3.472,11.6,99.7,,,1049.8,False,False,,,7202879,a607712550,ibglFx~|kSiJg`@{m@S}Asa@aZ|BuGnNsB_AaP~SoIfDcAkJoAbBg[aVnOsF`X|EvF{Kv@{SpfA}_@zZmZvHyXrN_TiB}AvCcIfKgGoBwC`FcLzM{HlMg[rCgN}@wSnFaJzFbAe@qRm[kw@}GyD|B[k@mWcMig@_LsMcWgD~FXdB{DkIwMxCiBSsE~MLcKyNpFyK{F{EqL`DqSyVoTuEqY`HkP_D~FbKkA`C}IiLiFfDeEgCpLl\mYyh@}\{QyIyTrGjRr^xSrIpMtRvt@dNrNxU~FtEiClBxEbOpD|UmDtc@fJfHzLtJ|a@AlTxa@vaA`@zRsF_AuFvIpAnS}CvNmM`[iJtDsIlSoPtMwBpOsG|FCnOyDlCFrHaHZvAhCeIvJk@bKbIoDkE|LbGsAc@|GbHnC]bIrDnJObi@tOxLe@nYoD~@,38.87,-106.98,38.87,-106.98,Colorado
293,605798778,Evening Ride,5012.2,683.0,753.0,26.0,Ride,2016-06-10 00:00:05+00:00,2016-06-09 18:00:05,America/Denver,4,0,0,1,0,0,False,False,False,False,False,7.339,10.7,181.7,,,124.1,False,False,,,7202879,a605798778,{pgqFjnv_SE_DoVOmeCAqK|BkqAN[tSuEr@,39.69,-104.98,39.73,-104.98,Colorado
294,605798567,Afternoon Ride,9584.4,1359.0,1556.0,84.8,Ride,2016-06-09 23:10:54+00:00,2016-06-09 17:10:54,America/Denver,1,0,0,1,0,0,False,True,False,False,False,7.053,13.2,142.0,,,193.0,False,False,,,7202879,a605798567,coopF|_y~RsHt@eNqD_@{H}H{BeMl@s@gHqSZsN~I{Ok@kRtHaPp@pA~OgG~\jArJ}A`H`CxJKdHkK}AcSfChCzMsBdJkHdFeAvp@sIlJjExLHjWkA`@}@lFzBxCgBv\pAhIuF`FsA`FG~lA\fGvD~@~BdIfCm@,39.57,-104.83,39.6,-104.89,Colorado
295,604242482,Fresh lube a seat adjustment and pre ride granola courtesy of the thrive cookbook,33965.4,4336.0,4404.0,303.0,Ride,2016-06-09 13:20:46+00:00,2016-06-09 07:20:46,America/Denver,22,1,0,1,0,0,False,True,False,False,False,7.833,13.3,158.7,,,688.1,False,False,,,7202879,a604242482,wtoqFjbw_S~DBf@kFviA\~AoBxI_RxFw\LojAjMYeAiIp@{YrBgCrCkLtLgLxa@ij@hCg^rQwm@~DsGzVcRhKaQdE_Cvv@_bBdU}a@d[sVhTiKvAh@OsCnLcCvGgLrC|@IaExCyHnd@uw@u@{IdEgAQw_@tD{L~KcJk@qEdCsEsB_@BqDbTiSZqRfKiDdEVhB}IGwCoHmOmBqToOam@tAgNdJyJvD{RpFcGhGcCjIuKdSqFdFnChJ]pEtDrDqEvMh@x@hDGlPxDdC~@jMdBvAfRIvQ_H|M{A~UgLvD|ApH~Q|HoHlh@DbNoLfE}K`KShFqCfBmMdBmCBaIjCmErMwBlMxC^rOx[qU`HsJEo\cAyCgHiFhh@lBvBy[oAqNlBiF|LmMp[}AtP}Vv@n@JjH|G}A|FhB`A}@va@jSsKnEUpBjGb[XhNjObDnMn[TvJqFn^,39.73,-104.98,39.57,-104.83,Colorado
297,601439425,Storms chasing me out of Centennial,30944.0,4175.0,4215.0,118.8,Ride,2016-06-07 00:19:03+00:00,2016-06-06 18:19:03,America/Denver,1,2,0,1,0,0,False,True,False,False,False,7.412,14.7,121.2,,,506.0,False,False,,,7202879,a601439425,_mopFp_y~RePNwHeCu@iIqHmBwLt@CwF}Fi@yNd@uMrIaPi@aRtHcVPmAkThAuGaAsDoq@fe@u@cOcLqCcNfBeDlF?~HgBnCoBnM{E`CcKPqIrPiM`Ioe@g@uHhHwHqReEqAeVlL{LjAaR`HoR?uAwAa@oKgEcFGmOeA_CyCDsDjG_Dv@mWsB_CoCi@wEuRlFsIxKcH|CyEpF_EjS{IhJuAxN|Oxm@hBxSnHhOFfCmBxIuEU_KnD`@hHaA`J{SjR@vDxBp@yCjEj@dEsKvI{DdMPz_@eElAj@~Ie\di@eLlWLtDqCgA_HnLcL~BVfCwA]kTdKw[bW}j@fgAgBdEn@q@U|Bc^rs@kE`CuKrQe[fXsRro@}Bn]i]fe@qQ|QeCbLcCzCo@dYhApI}Mn@A`iAaEbVczAVMfb@iEt@,39.57,-104.83,39.73,-104.98,Colorado
298,601439420,Not feeling this one,30657.8,4649.0,4891.0,277.9,Ride,2016-06-06 13:06:02+00:00,2016-06-06 07:06:02,America/Denver,4,0,0,1,0,0,False,True,False,False,False,6.594,14.7,117.2,,,544.8,False,False,,,7202879,a601439420,auoqF`cw_SnEk@GmiA|AmG_AuBjPtD|CmBhCaH`MgACozAlx@`@dDqEtSO|GcHlb@qk@^wRtAaIhRco@jDmFtV}QvHyMvGgFz`@u|@zj@_gAfZeVtUkL|Ab@WkC`LuB~GoLxCx@IoExCoHdd@ew@m@gJbE}@Mc`@zD_MtKyIi@oEfCuEqB_@@oD~ScS`@aSlKiDxD^nBuJuHkScBqS}Oqn@vAgNtC}FjEoBxD{RpFeGjGeChIsKfSuFjFrC~I]tEpDhDmEzMh@z@|Cw@lFp@rIlEjDv@rNrT?pRkHrMuA|UgLxDfBdHrQzHoH|c@r@`OoIrIwPtLNhh@gS|v@wh@z@bEaAjGt@rALdRvVCfRyH|QDxLkIxTCV|FvLo@lHnBj@`IdI~DtI\`E{B,39.73,-104.98,39.57,-104.83,Colorado
299,600077384,For the fun of it,13074.9,4618.0,6334.0,539.8,Ride,2016-06-06 00:05:00+00:00,2016-06-05 18:05:00,America/Denver,9,4,0,1,0,0,False,False,False,False,False,2.831,12.1,101.2,,,467.4,False,False,,,7202879,a600077384,m_lqF~zcaStBu@cBxLxC|K~GdD`FlH`AdPxBzBdAvGkAnPdDrLsEbMcKrIWfIkDtIj@hDhDSdHnDgFzAn@pQkCy@oFhKtBtOeAnJ~AfDwC[oHlDmBrE@|EsA{EhEeJ`GsFbAiEyAyU`GkRkB_DW{F}BAhAkD{@oEjDeEiHyFjDeC_EAv@oAwBZ`A}@eCy@cFnFlBwDcHbBsB}CoB|Am@yBOnCmBsAw@cF{AvEo@aJ}AeBlAqGrL{@~IrCbBgErB`CXkGdD}J~IU`@zElDcEsDwKeE\jEsKpAAv@rCc@yGeFcBaBxDIiBdD_DxErAlEhL}@mNwF}JsHgEeCuJhB}LaCdAmAwA,39.72,-105.21,39.72,-105.21,Colorado
300,599257060,D2B2D Training sesh w/ A-train,100243.0,14147.0,16116.0,963.2,Ride,2016-06-04 13:02:26+00:00,2016-06-04 07:02:26,America/Denver,11,1,0,2,0,0,False,False,False,False,False,7.086,16.6,186.3,,,2635.2,False,False,,,7202879,a599257060,{woqFpiw_SQfmAec@|Zmj@bLcf@~j@`Qdq@HlqBc_LvAcMbYJxWsB`Fii@KR`RuORyOz[cUhEyhBuAqQnIqD~Hym@~Gko@hW}b@xYqE~JoVpMDlLgOuAqX~M_j@rc@k^pKwaA`o@oYb_@aChSiJhMe^j`Asj@vy@~BjEcRfVLtUiMtKcJpb@gDmBwCvF_GCsf@~aAkOYF|LcHbU`BfEk[fg@cFeAiLdN}@pQ{bBj_G_l@x|AdEAaR|g@cA`RmKdK}@dZ{HnBod@z_AmQbCwSoJqBlb@{rD`BDuc@bVjEh@aUmBPxBiDiGsy@xRq[nGzZfH?bFtHn@}FtDeAncAD^bXlx@oi@zz@TtEbBpGhTl@mQlKyJbAiRbRoh@mEp@vi@_xAveByeGj@kPfLwNfFpAj[cg@_BkE|GuTAeMpOR|f@sbAtFPrCqF`DhBbJmb@lMaLUeUpR_WoCkD~j@mz@j^i`AdJeM|BkSdZo_@vmAav@~RyDvh@wb@jXyMfOjABoLjNmFfMwQ`c@{Y|v@uZhf@wDhDeFSyGnh@k]pZg`@rJu@`IcM|pAKjTee@jmM\B_lByQiv@jc@ii@~g@aKhh@m]OkcAtBoP,39.74,-104.98,39.73,-104.98,Colorado
301,597137993,White ranch camping ,21087.4,5547.0,7262.0,662.3,Ride,2016-06-03 00:35:35+00:00,2016-06-02 18:35:35,America/Denver,3,0,0,1,0,2,False,False,False,False,False,3.802,12.1,138.2,,,766.8,False,False,,,7202879,a597137993,ua`rFlxraS~HvBvB}EhBcN`LgJnKuDj@~KpBpH{@nH~CdDlDgDQmBSrCmC|BcDoDjAkHwBmHq@gLcQzHyFdGsA`MsBdFmCPyDqCtHjCdCoF`ByMfQqMnFeA~CpU_A|GbEpChCoFoDfG}CgD`AiHcD}UmKbEeLpJeBdNuBrEgCJ}DqC`EpClCUgCXiE{CxHtC`CiFdB}MtGgGbPuG|CbVaAxGzC~CzCsCFiCW`DsC|BsCmDdA{GaD}OReEzFmIlJ}DnNuZvAsKpDChAgOtAyBgBaHdCoE_C_LxDbDxDe@aI}L@{CaCE{BsD}Fi@{DdBt@eD`GgGxOmE]_C|@eB_@fGuOzDoH|KlE}AvM`FD~CtHrKQnAaDGuDuC|BzLiC`EfBtGeBjDw@jMuDJsAdKoNd[eJtD}F~H{PhHoGdG{EzTgCR_EyC|HhC~BeF~AyMtQ{M~EgAdD|UaAzGfDbDhCcCLmC,39.82,-105.29,39.81,-105.29,Colorado
302,595064433,Morning shakeout ,21919.4,3191.0,3349.0,244.0,Ride,2016-06-01 13:16:59+00:00,2016-06-01 07:16:59,America/Denver,5,2,0,1,0,0,False,True,False,False,False,6.869,12.8,137.6,,,439.1,False,False,,,7202879,a595064433,_uoqFdcw_SfEUj@oFxo@Pl@mFvaAnAFgb@nAoDtk@m@bFqPhCoBfp@lA`JlBpHsFtwBBLar@dJW?}_@fYKGbCkB^DpBfJ?@qa@~B_Mw@{JxEuC`CyIpMmNxMLJcH~D[vF__@_EcU`h@YxzAmtBxHl@fWgKlu@lDz@ko@tvA~@Kif@t@{V~@y@F}V`F{ApEsGzJiBpEcMnICVnE,39.73,-104.98,39.6,-104.89,Colorado
303,592420504,Morning Ride to s. Pearl w/ Annie ,12468.3,2679.0,7195.0,72.0,Ride,2016-05-29 14:36:26+00:00,2016-05-29 08:36:26,America/Denver,0,3,0,1,0,3,False,True,False,False,False,4.654,9.0,84.6,,,226.7,False,False,,,7202879,a592420504,i}nqFxzv_Sfy@v@vCgFna@~A~aEBb@dp@wCVwg@wj@FcF_JCk@kMspCKiYbCsoAFYhTqEp@,39.73,-104.98,39.73,-104.98,Colorado
304,591159036,No sorry I actually have no idea where we're going,72202.6,11717.0,14090.0,1466.9,Ride,2016-05-28 15:34:42+00:00,2016-05-28 09:34:42,America/Denver,26,4,0,6,0,5,False,False,False,False,False,6.162,20.2,156.7,,,1835.7,False,False,,,7202879,a591159036,}vfsFncgaS`A~FlHFVbVvJ`A`C|Mv]R`@j_@xXs@hNdYdAroGjD~QgIY}K`K{RvB_DhGzOvG|EoHrKbBaJhEpCtCzDeCgChMfLfKiTyFhMtIlSps@~JvOhCcFnG[tHx[zDnD_CrCdFjSxXf@|FvJpH~BrXr`AjYzQxa@nGdBpJpPgIj`@jF|_@qKnK|EaCtVeFzMiHfBqHxYG|RjJt@vB|T}@vb@wFjK`G_Kz@ic@n~@oSdFoLfIgCeHuIhBaIxB~Bz@}FdAxCpKsDkDaHvPzOeClUfI}JhIvJ]}a@bRlAuEkI|O_MqGwGpEeG|SnVwCnDnNNu@jKtFtFtIjDvU_H?lM`SrJrTiCnAvJlXuGEoHkJgDbQiJdXrIfUwIvEeG@{NhT}TbHvBzOob@hGaBtJiRzWsU|D}LvRyHhRwWo@kh@eLeHkVm^Q_OnJqMl@aYrOsX`AgZhFaL_Auc@fEe`@f`A_wCvDk{@cdGfBmtBkh@cs@fMcl@mE_\`Emi@}[mR}Rul@vn@}k@p@s_@x\|_@w\rk@i@~k@ao@fQlMD~EzLrEg_@q[ml@jo@ul@|@s|AzsAkUv@wUeJkW`@sNmJs@qTqCGcJgV_[?pBoyAaq@SFtP{FA,40.02,-105.23,40.02,-105.23,Colorado
305,589326682,Apex Park dawn with trentzilla ,9249.4,3418.0,5384.0,400.0,Ride,2016-05-25 12:24:34+00:00,2016-05-25 06:24:34,America/Denver,0,0,0,1,0,0,False,False,False,False,False,2.706,12.7,105.5,,,360.4,False,False,,,7202879,a589326682,malqFzxcaSv@hA`CeAkB`MpCdKjH~DbGbKf@hMvBvBbAfHkAdPbDlLqF|LcJpIa@xIcDxIp@pDbDc@zGlDcFrBl@bQaC{@cFrJ`BtQgA|GjAzFwBcAmFpBoD`GK`FiAyEzDsIxFuEvAmF_ByUdG}RgBkCW_G}B_@vGqOd@sIlJeJfFeLcDuMdAePcAyGuB}Bk@aM}FgKgH{DuCgKhB}LeClAYmB,39.72,-105.21,39.72,-105.21,Colorado
306,584772228,High paid ,96548.0,15009.0,18143.0,1612.0,Ride,2016-05-22 13:56:02+00:00,2016-05-22 07:56:02,America/Denver,5,4,0,3,0,3,False,False,False,False,False,6.433,19.8,141.2,,,2118.7,False,False,,,7202879,a584772228,}vupFtk|_SpxB{D~IbPoA~YlEbD`mAgk@zOks@hSmJgIpVErLnF`FuMrJ|CrXxHvDeQ|HgCnQfMlj@uKlqChQdP`Otx@cIpv@|c@|t@to@fg@zQnDzIfZpPjJNtKdVrJsAhIaM~DeCzs@o`@fKpA|YaA_Zd_@yH|Ba^XjG_SbQsLyGeSjFoKpPsD~^}Q_QaF~aAxb@lsAeLlr@z^`sBvQ`LmDpl@fIhMxJl@u@pq@zTnl@jtAwMrv@|Lpu@{J~GrFy\nL`m@tGnHhX`QvFbFjt@vSxi@_`@xhBmTb}BsKtLE|hA}MnOmD~UmR`Pc~@ivAvDwk@aMp@~CaIuJy@~Dg\}Ga\eZoY{Z`@|AiVcHmf@aK`b@xFhJiBnh@{IV~PhCvDtP{f@aJuFdLcMmEgDqLw_@RcHaZb@qSo\_Qwl@_v@ia@zFoYuYgNWut@|PaZ}Oad@lMoOaBqJfJ|JiJfz@kFtSnKpa@qOlWKbrAcm@juA{iAxVaBrOoP`C}TxI~BlAmOuZky@t@eq@kTyLxCgo@kQmJsZe}AqCeYtLcn@wb@}pAtGg|@cIygAvFu_@rTmV~EaVwZiRsHoQvBiRoh@_t@pGw}@_Ogw@wQsOtK{rCcMim@~BqMjQ{HyH{DyCkUpA{I`K}BmFyEBiMdI}V}{@tmAeu@`]qEaEnAoYaJ_PywBnF,39.6,-105.01,39.6,-105.01,Colorado
307,584773257,Afternoon Run to pedal bar,3810.8,1149.0,1468.0,21.8,Run,2016-05-21 20:38:20+00:00,2016-05-21 14:38:20,America/Denver,4,1,0,1,0,0,False,True,False,False,False,3.317,5.7,,,,,False,False,,,7202879,a584773257,}uoqFtcw_SwAnD{M~A_KnIgC|JqE|BVxAgFtDcr@|aAoj@ws@,39.73,-104.98,39.76,-104.99,Colorado
308,582173020,Morning white ranch ,15288.3,5243.0,6292.0,656.2,Ride,2016-05-20 12:57:55+00:00,2016-05-20 06:57:55,America/Denver,14,3,0,1,0,4,False,False,False,False,False,2.916,13.1,117.9,,,618.0,False,False,,,7202879,a582173020,_f|qF|jkaS_Dm@uHlD_BdS{Jz\ZlC_PdE_GfGi@rCdE_BzM`FFfDzHhLwDh@wDwCzBfLgCbFdBpG}AzC}@xMwDDaBdLd@zBmDzJvC|LyKxIdAbD~AyAdDrFvHpBXdH{F`QnBxCR~J}OfLjAd@mJt@cFxCdBPqElAmGyBqFnCkAmB_ArC}@sBe@|@_@_FmBv@yAaCuGpGgA_GiClCy@iDiBrFmCsHwDQDgErFeDl@}HbDuFdHdAzB{AdDcS`F_FhRgIfGuI~IoDfNuZtAiKjDOjA}NvA}BkBuHlCqE}B}K~DhDhDaAuHqKGgDwBAgCyDkFe@iEhBz@gDfGgG|OiEc@}BtJu\jBqSxH}CrBf@,39.8,-105.25,39.8,-105.25,Colorado
309,582173963,Afternoon Ride,5051.5,762.0,854.0,25.0,Ride,2016-05-19 23:50:42+00:00,2016-05-19 17:50:42,America/Denver,1,0,0,1,0,0,False,True,False,False,False,6.629,10.2,101.7,,,77.5,False,False,,,7202879,a582173963,upgqFfpv_SUmFa|CDcFvByvAPi@pSqEzA,39.69,-104.98,39.73,-104.98,Colorado
310,581632205,Afternoon Ride,9632.8,1367.0,1541.0,87.0,Ride,2016-05-19 23:05:24+00:00,2016-05-19 17:05:24,America/Denver,1,3,0,1,0,0,False,True,False,False,False,7.047,12.2,127.7,,,174.6,False,False,,,7202879,a581632205,mnopFx_y~RuNRuHkC}@kIgIoB{Kv@CwF{Gm@}M`@uMrIaOo@sR|H{On@nA|NkBnPuCfJbAzL}AnG|BpJCnHyPHjAdEGnKeIfJp@p[sBzJC~K|BdNcIbWWrf@mNx@WbMlAnHmFnEsAlEEtmAxHdDtBrLtDnCoFoAp@U,39.57,-104.83,39.6,-104.89,Colorado
311,581207762,Morning commute - sluggish ,31134.7,4318.0,4494.0,308.3,Ride,2016-05-19 13:11:01+00:00,2016-05-19 07:11:01,America/Denver,20,2,0,1,0,0,False,True,False,False,False,7.21,12.8,137.9,,,595.6,False,False,,,7202879,a581207762,{toqFpcw_SpEmA?wkAnRw@bGuMri@GlCpD`UKTkk@tMc@iAqIn@cZ`CqChCyKvQ}Qb]ke@b@qSvAyHvRyo@r[qXrKwQ`EoBz`@o|@vj@}fA|[cW|SiKrAh@OoChL{BtGgLtC~@@}EtKgVf\ki@o@aJdEcAS}_@hDgLhLuJk@mEvC_EcCm@F_E|S}RZ}RpQoChBoJsH_SsB{ToOcl@pAeOrF}HnGeAX|NtJ~KFtQvEzBtCqAxCuFlF]bz@y_AtChBv@bMxBxA`RMpQ{GdMoAlVoLvDxApHbR`IoHte@b@hGkCnH{HpEgL`KSbFkCjBqMbBeCBiIdCmEzM{BjMzCd@rOxq@_f@x@jD_AfHtAtTzUAtRyHvPRxMwItTEb@bGhLw@xHrBr@hI|HvDtJZvCiB,39.73,-104.98,39.57,-104.83,Colorado
312,580674729,Light rail to home ,5066.0,755.0,871.0,28.0,Ride,2016-05-18 23:20:33+00:00,2016-05-18 17:20:33,America/Denver,2,0,0,1,0,0,False,True,False,False,False,6.71,9.5,109.4,,,82.6,False,False,,,7202879,a580674729,}pgqFdsv_S?}Hg|CMyFxBovAVi@zS_El@,39.69,-104.98,39.73,-104.98,Colorado
